Words,Label
decidedly pyramid metallic finest almost silken texture place among known metals,S
certainly none ever seen yet certainly metal,NT
striated slender filaments radiating tiny dully lustrous points polished surface,S
suddenly weird feeling points eye peering scrutinizing,NT
startled cry dick,NT
look ring,NT
ring motion,NT
faster cubes moved faster circle revolved pyramids raised stood bolt upright square bases six rolling spheres touched joined spinning sleight-of-hand suddenness ring drew together units coalesced cubes pyramids globes threading curious suggestion ferment,S
startling abruptness stood erect moment seethed little figure grotesque weirdly humorous vaguely terrifying foot-high shape squared angled pointed animate child build nursery blocks fantastic shape abruptly filled throbbing life,NT
troll kindergarten,NT
kobold toys,NT
second stood began swiftly change melting quicksilver quickness one outline another square triangle spheres changed places,NT
shiftings transformations one sees kaleidoscope,NT
vanishing form suggestion unfamiliar harmonies subtle transcendental geometric art swift shaping symbol word euclid problems given volition,S
geometry endowed consciousness,NT
ceased,NT
cubes drew one formed pedestal nine inches high pillar rolled larger globe balanced top five spheres followed clustered ring,NT
cubes raced clicked two two outer arc five balls ends twin blocks pyramid took place tipping point,S
lilliputian fantasy pedestal cubes surmounted ring globes sprang star five arms,NT
spheres began revolve,NT
faster faster spun around base crowning globe arms became disc tiny brilliant sparks appeared clustered vanished reappear greater number,NT
troll swept toward,NT
glided,NT
finger panic touched,NT
sprang aside swift light followed seemed poise leap,NT
drop,NT
ruth cry,NT
let fall pyramid forgotten hand little figure touched paralyzing shock ran,NT
fingers clenched locked,NT
stood muscle nerve bound unable move,NT
little figure paused,NT
whirling disc shifted horizontal plane spun,NT
cocked head look sense innumerable eyes peering,NT
seem menacing attitude inquisitive waiting almost asked something wondered let,NT
shock still held rigid although tingle every nerve told returning force,NT
disc tilted back place bent toward,NT
heard shout heard bullet strike pigmy clearly menaced heard bullet ricochet without slightest effect,NT
dick leaped beside raised foot kicked thing,NT
flash light instant crashed struck giant hand lay sprawling inert floor,NT
scream ruth softly sibilant rustling,NT
leap crevice drop knees beside drake,NT
movement flagging stood,NT
score faintly shining bluish shapes marching pyramids cubes spheres forming shape stood,NT
curious sharp tang ozone air perceptible tightening electrical tension,NT
swept edge fissure swam together hanging half gap bridge half spanning weird fairy arch made alternate cube angle,NT
shape feet disintegrated resolved units raced beckoning span,NT
hither side crack clicked place even others,NT
bridge complete except one arc near middle angled gap marred,NT
felt little object held pulse hand striving escape,NT
dropped,NT
tiny shape swept bridge ascended dropped gap,NT
arch complete hanging one flying span depths,NT
awaited completion rolled six globes,NT
dropped farther side end bridge nearest raised air curved scorpion tail drew closer circled arc dropped floor beyond,NT
sibilant rustling cubes pyramids spheres gone,NT
nerves tingling slowly back life mazed absolute bewilderment gaze sought drake,NT
sitting feebly head supported ruth hands,NT
goodwin,NT
whispered,NT
metal word whirling mind cling metal metal,S
echoed,NT
things metal,S
metal alive thinking,S
suddenly silent face page visibly dread gathered slowly ever deeper,NT
looked ruth white-faced knew pallid terror-stricken,NT
moon pool merritt walter goodwin council association,NT
throckmartin mystery stain david throckmartin wife charles stanton melbourne sail port wife island,NT
council goodwin wholly scientific abridged,NT
council merritt note goodwin council goodwin council association,NT
council walter goodwin g,NT
botanist,NT
sense,NT
elide menace potentiality dissemination scientific,NT
association j,NT
chapter moon path island chapter volcanic island pacific,NT
port moresby southern,NT
deck homesick melbourne melbourne,NT
papua yellow she herself her sombre,NT
island brood spirit sullen alien implacable malefic,NT
emanation sinister heart papua herself sinister she,NT
wind breath virgin lade unfamiliar odour mysterious menace,NT
papua whisper her immemorial ancientness her,NT
white her,NT
stride pier kapa kapa,NT
straight wave,NT
david throckmartin throck water whose score,NT
throckmartin whose bid myself sail sea,NT
edith daughter frazier love throckmartin,NT
her her sweet heart sense lover,NT
charles stanton woman thora halversen edith throckmartin babyhood nan matal extraordinary island ruin cluster shore ponape carolines,NT
ruin ponape lele centre colossal weird flower blossom whose whose,NT
throckmartin port moresby sense low deck purser,NT
thrust eager,NT
involuntary shrink closer,NT
purser hesitate stateroom,NT
queer purser,NT
define,NT
throckmartin lithe,NT
brain stamp,NT
throckmartin borne mingled rapture horror soul cataclysm remould deep wedded ecstasy despair indeed ineradicably shadow appal,NT
rapture horror heaven hell clasp kiss embrace throckmartin deep subconsciously shore sink wind sea,NT
inexplicable shrinking throckmartin,NT
sensible,NT
uneasily cabin strength summon,NT
nor,NT
dusk fell swiftly,NT
deck,NT
southern swell myself,NT
heaven cloud glow faintly moon,NT
phosphorescence,NT
her strange swirl mist swirl southern ocean breath sea whirl,NT
deck throckmartin,NT
pause curiously eager gaze hesitate,NT
throck,NT
goodwin,NT
throck,NT
melbourne goodwin,NT
men white men abruptly gaze intently toward,NT
gaze,NT
moon cloud,NT
faint luminescence smooth sea,NT
quiver,NT
cloud thicken,NT
race swiftly,NT
throckmartin,NT
cigarette tremble abrupt,NT
goodwin,NT
goodwin alien unfamiliar terror whose unknown joy terror stranger pause abruptly cigarette finger,NT
moon cloud nearer,NT
wave,NT
rim sea lane moonlight gigantic gleaming serpent racing straight toward,NT
throckmartin hidden,NT
pulse thrill horror horror ting unfamiliar joy,NT
pass tremble sweet,NT
bend soul,NT
moon path sweep closer,NT
flee pursued,NT
swift straight radiant torrent cleave wave race moon stream,NT
god throckmartin,NT
_it_ moon path stretch,NT
cloud lane curtain water sea host,NT
stream shadow fold straight road wall gleam shimmered dance shin racing moonlight,NT
immeasurably stream silver sense,NT
draw deep glow,NT
sweep toward opalescent mistiness speed suggestion,NT
dimly creep legend messenger bird whose weave moon ray whose heart opal whose wing echo crystal music white whose flame soul,NT
closer draw sweet insistent tinklings pizzicati violin crystal diamonds white path barrier sparkling moon stream,NT
beat barrier bird,NT
whirl shimmer plume swirl lacy spiral vapour,NT
unfamiliar gleam mother pearl,NT
coruscation atom drift draw ray,NT
nearer nearer borne sparkling wave shrink wall shadow,NT
mistiness core nucleus intenser vein intensely,NT
plume spiral throb whirl seven glow,NT
strangely movement steady,NT
seven seven moon,NT
pearly delicate nacreous blue lambent saffron emerald shallow water tropic isle white ghostly amethyst silver leap beneath moon,NT
tinkling music,NT
pierce tiny lance heart beat jubilantly,NT
throb rapture grip infinite sorrow murmuring cry crystal note,NT
articulate,NT
cry labour earth,NT
brain shrank toward eagerness,NT
throckmartin toward deck straight toward vision,NT
semblance,NT
utter agony utter ecstasy unholy inhuman god deep deep soul devil god dwell satan heaven contemplate hell,NT
swiftly moon path cloud sweep draw,NT
roaring squall,NT
moon vanish vanish tinkling abruptly abrupt,NT
blackness pass trembling verge wherein men lurk soul men,NT
throckmartin pass,NT
note sweep terror unknown,NT
cabin,NT
hesitate,NT
pass,NT
throckmartin semblance normality,NT
storm,NT
mate,NT
melbourne,NT
throckmartin,NT
grip eagerly,NT
hesitate mate,NT
god cry throckmartin,NT
sailor,NT
god,NT
ye throckmartin cabin,NT
sea,NT
disbelief seaman,NT
throckmartin indeed nor,NT
chapter berth,NT
throck cry,NT
wife stanton,NT
edith stanton thora,NT
edith moon pool draw moon path,NT
heart white pearl,NT
whiteness define,NT
cincture,NT
cigarette,NT
draw,NT
gesture peremptorily,NT
glowing cigarette ribbon white flesh,NT
