SENTENCE,DETAILS
"Dimly there crept into my mind memory of the Dyak legend of the winged messenger of Buddha--the Akla bird whose feathers are woven of the moon rays, whose heart is a living opal, whose wings in flight echo the crystal clear music of the white stars--but whose beak is of frozen flame and shreds the souls of unbelievers.",Dimly<<NNP>> crept<<VBZ>> mind<<JJ>> memory<<NN>> Dyak<<NNP>> legend<<NN>> winged<<JJ>> messenger<<NN>> Buddha<<NNP>> Akla<<NNP>> bird<<NN>> whose<<WP$>> feathers<<NNS>> are<<VBP>> woven<<VBN>> moon<<NN>> rays<<NNS>> whose<<WP$>> heart<<NN>> is<<VBZ>> living<<NN>> opal<<NN>> whose<<WP$>> wings<<NNS>> flight<<NN>> echo<<VBP>> crystal<<NN>> clear<<JJ>> music<<NN>> white<<JJ>> stars<<NNS>> whose<<WP$>> beak<<NN>> is<<VBZ>> frozen<<JJ>> flame<<NN>> shreds<<VBZ>> souls<<NN>> unbelievers<<NNS>>
"Closer it drew and now there came to me sweet, insistent tinklings--like pizzicati on violins of glass; crystal clear; diamonds melting into sounds!",Closer<<RBR>> drew<<VBD>> now<<RB>> there<<RB>> came<<VBD>> sweet<<VB>> insistent<<JJ>> tinklings<<NNS>> pizzicati<<NN>> violins<<NNS>> glass<<NN>> crystal<<JJ>> clear<<JJ>> diamonds<<NNS>> melting<<VBG>> sounds<<NNS>>
Now the Thing was close to the end of the white path; close up to the barrier of darkness still between the ship and the sparkling head of the moon stream.,Now<<RB>> Thing<<NN>> was<<VBD>> close<<JJ>> end<<NN>> white<<JJ>> path<<NN>> close<<VB>> barrier<<NN>> darkness<<NN>> still<<RB>> ship<<NN>> sparkling<<JJ>> head<<NN>> moon<<NN>> stream<<NN>>
Now it beat up against that barrier as a bird against the bars of its cage.,Now<<RB>> beat<<VBD>> barrier<<NN>> bird<<NN>> bars<<NNS>> cage<<NN>>
"It whirled with shimmering plumes, with swirls of lacy light, with spirals of living vapour.",whirled<<VBD>> shimmering<<VBG>> plumes<<NNS>> swirls<<NNS>> lacy<<NN>> light<<NN>> spirals<<NNS>> living<<VBG>> vapour<<NN>>
"It held within it odd, unfamiliar gleams as of shifting mother-of-pearl.",held<<VBD>> odd<<VBZ>> unfamiliar<<JJ>> gleams<<NNS>> shifting<<VBG>> mother-of-pearl<<NN>>
Coruscations and glittering atoms drifted through it as though it drew them from the rays that bathed it.,Coruscations<<NNS>> glittering<<VBG>> atoms<<NNS>> drifted<<VBN>> drew<<VBD>> rays<<NNS>> bathed<<VBD>>
"Nearer and nearer it came, borne on the sparkling waves, and ever thinner shrank the protecting wall of shadow between it and us.",Nearer<<NNP>> nearer<<VB>> came<<VBD>> borne<<NN>> sparkling<<NN>> waves<<NNS>> ever<<RB>> thinner<<JJR>> shrank<<VBD>> protecting<<VBG>> wall<<NN>> shadow<<NN>>
"Within the mistiness was a core, a nucleus of intenser light--veined, opaline, effulgent, intensely alive.",mistiness<<NN>> was<<VBD>> core<<NN>> nucleus<<NN>> intenser<<NN>> light<<NN>> veined<<VBD>> opaline<<NN>> effulgent<<NN>> intensely<<RB>> alive<<JJ>>
"And above it, tangled in the plumes and spirals that throbbed and whirled were seven glowing lights.",tangled<<VBN>> plumes<<NNS>> spirals<<NNS>> throbbed<<VBD>> whirled<<VBD>> were<<VBD>> seven<<CD>> glowing<<VBG>> lights<<NNS>>
Through all the incessant but strangely ordered movement of the--_thing_--these lights held firm and steady.,all<<PDT>> incessant<<NN>> strangely<<RB>> ordered<<VBD>> movement<<NN>> _thing_<<NN>> lights<<NNS>> held<<VBD>> firm<<NN>> steady<<JJ>>
They were seven--like seven little moons.,were<<VBD>> seven<<CD>> seven<<CD>> little<<JJ>> moons<<NNS>>
"One was of a pearly pink, one of a delicate nacreous blue, one of lambent saffron, one of the emerald you see in the shallow waters of tropic isles; a deathly white; a ghostly amethyst; and one of the silver that is seen only when the flying fish leap beneath the moon.",One<<CD>> was<<VBD>> pearly<<JJ>> pink<<NN>> one<<CD>> delicate<<JJ>> nacreous<<JJ>> blue<<NN>> one<<CD>> lambent<<NN>> saffron<<NN>> one<<CD>> emerald<<NN>> see<<VBP>> shallow<<JJ>> waters<<NNS>> tropic<<NN>> isles<<NNS>> deathly<<JJ>> white<<JJ>> ghostly<<RB>> amethyst<<NN>> one<<CD>> silver<<NN>> is<<VBZ>> seen<<VBN>> only<<RB>> when<<WRB>> flying<<VBG>> fish<<JJ>> leap<<NNS>> moon<<NN>>
The tinkling music was louder still.,tinkling<<NN>> music<<NN>> was<<VBD>> louder<<JJR>> still<<RB>>
It pierced the ears with a shower of tiny lances; it made the heart beat jubilantly--and checked it dolorously.,pierced<<VBD>> ears<<NNS>> shower<<NN>> tiny<<JJ>> lances<<NNS>> made<<VBD>> heart<<NN>> beat<<NN>> jubilantly<<RB>> checked<<VBD>> dolorously<<RB>>
It closed the throat with a throb of rapture and gripped it tight with the hand of infinite sorrow!,closed<<VBD>> throat<<NN>> throb<<NN>> rapture<<NN>> gripped<<VBD>> tight<<VBD>> hand<<NN>> infinite<<JJ>> sorrow<<NN>>
"Came to me now a murmuring cry, stilling the crystal notes.",Came<<NN>> now<<RB>> murmuring<<NN>> cry<<NN>> stilling<<VBG>> crystal<<JJ>> notes<<NNS>>
It was articulate--but as though from something utterly foreign to this world.,was<<VBD>> articulate<<JJ>> something<<NN>> utterly<<JJ>> foreign<<JJ>> world<<NN>>
The ear took the cry and translated with conscious labour into the sounds of earth.,ear<<NN>> took<<VBD>> cry<<NN>> translated<<VBN>> conscious<<JJ>> labour<<NN>> sounds<<NNS>> earth<<NN>>
"And even as it compassed, the brain shrank from it irresistibly, and simultaneously it seemed reached toward it with irresistible eagerness.",even<<RB>> compassed<<VBD>> brain<<NN>> shrank<<NN>> irresistibly<<RB>> simultaneously<<RB>> seemed<<VBD>> reached<<VBN>> irresistible<<JJ>> eagerness<<NN>>
"Throckmartin strode toward the front of the deck, straight toward the vision, now but a few yards away from the stern.",Throckmartin<<NNP>> strode<<NN>> front<<NN>> deck<<NN>> straight<<RB>> vision<<NN>> now<<RB>> few<<JJ>> yards<<NNS>> away<<RB>> stern<<NN>>
His face had lost all human semblance.,face<<NN>> had<<VBD>> lost<<VBN>> human<<JJ>> semblance<<NN>>
"Utter agony and utter ecstasy--there they were side by side, not resisting each other; unholy inhuman companions blending into a look that none of God's creatures should wear--and deep, deep as his soul!",Utter<<NNP>> agony<<NN>> utter<<JJ>> ecstasy<<NN>> there<<RB>> were<<VBD>> side<<VBN>> side<<NN>> not<<RB>> resisting<<VBG>> other<<JJ>> unholy<<JJ>> inhuman<<JJ>> companions<<NNS>> blending<<VBG>> look<<NN>> none<<NN>> God<<NNP>> 's<<POS>> creatures<<NNS>> should<<MD>> wear<<VB>> deep<<JJ>> deep<<JJ>> soul<<NN>>
A devil and a God dwelling harmoniously side by side!,devil<<NN>> God<<NNP>> dwelling<<VBG>> harmoniously<<RB>> side<<VBN>> side<<NN>>
"So must Satan, newly fallen, still divine, seeing heaven and contemplating hell, have appeared.",So<<RB>> must<<MD>> Satan<<VB>> newly<<RB>> fallen<<VBN>> still<<RB>> divine<<VB>> seeing<<VBG>> heaven<<NN>> contemplating<<VBG>> hell<<NN>> have<<VBP>> appeared<<VBN>>
And then--swiftly the moon path faded!,then<<RB>> swiftly<<RB>> moon<<NN>> path<<NN>> faded<<VBD>>
The clouds swept over the sky as though a hand had drawn them together.,clouds<<NN>> swept<<VBD>> sky<<NN>> hand<<NN>> had<<VBD>> drawn<<VBN>> together<<RB>>
Up from the south came a roaring squall.,Up<<RB>> south<<NN>> came<<VBD>> roaring<<VBG>> squall<<NN>>
As the moon vanished what I had seen vanished with it--blotted out as an image on a magic lantern; the tinkling ceased abruptly--leaving a silence like that which follows an abrupt thunder clap.,moon<<NN>> vanished<<VBD>> had<<VBD>> seen<<VBN>> vanished<<VBN>> blotted<<VBD>> image<<NN>> magic<<JJ>> lantern<<NN>> tinkling<<NN>> ceased<<VBD>> abruptly<<RB>> leaving<<VBG>> silence<<NN>> follows<<VBZ>> abrupt<<JJ>> thunder<<NN>> clap<<NN>>
There was nothing about us but silence and blackness!,was<<VBD>> nothing<<NN>> silence<<NN>> blackness<<NN>>
"Through me passed a trembling as one who has stood on the very verge of the gulf wherein the men of the Louisades says lurks the fisher of the souls of men, and has been plucked back by sheerest chance.",passed<<VBD>> trembling<<NN>> one<<NN>> has<<VBZ>> stood<<VBN>> very<<RB>> verge<<NN>> gulf<<NN>> wherein<<VBD>> men<<NNS>> Louisades<<NNP>> says<<VBZ>> lurks<<VBZ>> fisher<<NN>> souls<<NNS>> men<<NNS>> has<<VBZ>> been<<VBN>> plucked<<VBN>> sheerest<<NN>> chance<<NN>>
Throckmartin passed an arm around me.,Throckmartin<<NNP>> passed<<VBD>> arm<<NN>>
"""It is as I thought,"" he said.",is<<VBZ>> thought<<VBD>> said<<VBD>>
In his voice was a new note; the calm certainty that has swept aside a waiting terror of the unknown.,voice<<NN>> was<<VBD>> new<<JJ>> note<<NN>> calm<<JJ>> certainty<<NN>> has<<VBZ>> swept<<VBN>> aside<<RB>> waiting<<VBG>> terror<<NN>> unknown<<JJ>>
"""Now I know!",Now<<RB>> know<<VBP>>
"Come with me to my cabin, old friend.",Come<<VBN>> cabin<<NN>> old<<JJ>> friend<<NN>>
"For now that you too have seen I can tell you""--he hesitated--""what it was you saw,"" he ended.",now<<RB>> too<<RB>> have<<VBP>> seen<<VBN>> can<<MD>> tell<<VB>> hesitated<<VBD>> was<<VBD>> saw<<VBD>> ended<<VBD>>
As we passed through the door we met the ship's first officer.,passed<<VBD>> door<<NN>> met<<VBD>> ship<<NN>> 's<<POS>> first<<JJ>> officer<<NN>>
Throckmartin composed his face into at least a semblance of normality.,Throckmartin<<NN>> composed<<VBD>> face<<NN>> least<<JJS>> semblance<<NN>> normality<<NN>>
"""Going to have much of a storm?""",Going<<VBG>> have<<VB>> much<<RB>> storm<<NN>>
he asked.,asked<<VBD>>
"""Yes,"" said the mate.",said<<VBD>> mate<<NN>>
"""Probably all the way to Melbourne.""",Probably<<RB>> all<<PDT>> way<<NN>> Melbourne<<NNP>>
Throckmartin straightened as though with a new thought.,Throckmartin<<NN>> straightened<<VBD>> new<<JJ>> thought<<NN>>
He gripped the officer's sleeve eagerly.,gripped<<VBD>> officer<<NN>> 's<<POS>> sleeve<<JJ>> eagerly<<RB>>
"""You mean at least cloudy weather--for""--he hesitated--""for the next three nights, say?""",mean<<VBP>> least<<JJS>> cloudy<<NN>> weather<<NN>> hesitated<<VBD>> next<<JJ>> three<<CD>> nights<<NNS>> say<<VB>>
"""And for three more,"" replied the mate.",three<<CD>> more<<JJR>> replied<<VBD>> mate<<NN>>
"""Thank God!""",Thank<<NNP>> God<<NNP>>
"cried Throckmartin, and I think I never heard such relief and hope as was in his voice.",cried<<VBN>> Throckmartin<<NNP>> think<<VBP>> never<<RB>> heard<<VBD>> such<<JJ>> relief<<NN>> hope<<NN>> was<<VBD>> voice<<NN>>
The sailor stood amazed.,sailor<<NN>> stood<<VBD>> amazed<<VBN>>
"""Thank God?""",Thank<<VB>> God<<NNP>>
he repeated.,repeated<<VBD>>
"""Thank--what d'ye mean?""",d<<VBZ>> 'ye<<POS>> mean<<NN>>
But Throckmartin was moving onward to his cabin.,Throckmartin<<NNP>> was<<VBD>> moving<<VBG>> onward<<RB>> cabin<<NN>>
I started to follow.,started<<VBD>> follow<<VB>>
The first officer stopped me.,first<<JJ>> officer<<NN>> stopped<<VBD>>
"""Your friend,"" he said, ""is he ill?""",friend<<NN>> said<<VBD>> is<<VBZ>> ill<<VB>>
"""The sea!""",sea<<NN>>
I answered hurriedly.,answered<<VBD>> hurriedly<<RB>>
"""He's not used to it.",'s<<VBZ>> not<<RB>> used<<VBN>>
"I am going to look after him.""",am<<VBP>> going<<VBG>> look<<VB>>
Doubt and disbelief were plain in the seaman's eyes but I hurried on.,Doubt<<NN>> disbelief<<NN>> were<<VBD>> plain<<VBN>> seaman<<NN>> 's<<POS>> eyes<<NNS>> hurried<<VBD>>
For I knew now that Throckmartin was ill indeed--but with a sickness the ship's doctor nor any other could heal.,knew<<VBD>> now<<RB>> Throckmartin<<NNP>> was<<VBD>> ill<<JJ>> indeed<<RB>> sickness<<NN>> ship<<NN>> 's<<POS>> doctor<<NN>> other<<JJ>> could<<MD>> heal<<VB>>
"CHAPTER II ""Dead!",CHAPTER<<NN>> II<<NNP>> Dead<<JJ>>
"All Dead!""",Dead<<JJ>>
"He was sitting, face in hands, on the side of his berth as I entered.",was<<VBD>> sitting<<VBG>> face<<NN>> hands<<NNS>> side<<NN>> berth<<NN>> entered<<VBD>>
He had taken off his coat.,had<<VBD>> taken<<VBN>> coat<<NN>>
"""Throck,"" I cried.",Throck<<NN>> cried<<VBD>>
"""What was it?",was<<VBD>>
"What are you flying from, man?",are<<VBP>> flying<<VBG>> man<<NN>>
"Where is your wife--and Stanton?""",Where<<WRB>> is<<VBZ>> wife<<NN>> Stanton<<NNP>>
"""Dead!""",Dead<<JJ>>
he replied monotonously.,replied<<VBD>> monotonously<<RB>>
"""Dead!",Dead<<JJ>>
"All dead!""",dead<<JJ>>
"Then as I recoiled from him--""All dead.",Then<<RB>> recoiled<<VBD>> dead<<JJ>>
"Edith, Stanton, Thora--dead--or worse.",Edith<<NNP>> Stanton<<NNP>> Thora<<NNP>> dead<<JJ>> worse<<JJR>>
"And Edith in the Moon Pool--with them--drawn by what you saw on the moon path--that has put its brand upon me--and follows me!""",Edith<<NNP>> Moon<<NNP>> Pool<<NNP>> drawn<<VBN>> saw<<VBD>> moon<<NN>> path<<NN>> has<<VBZ>> put<<VBN>> brand<<NN>> follows<<VBZ>>
He ripped open his shirt.,ripped<<VBD>> open<<VB>> shirt<<NN>>
"""Look at this,"" he said.",Look<<VB>> said<<VBD>>
"Around his chest, above his heart, the skin was white as pearl.",chest<<NN>> heart<<NN>> skin<<NN>> was<<VBD>> white<<JJ>> pearl<<NN>>
This whiteness was sharply defined against the healthy tint of the body.,whiteness<<NN>> was<<VBD>> sharply<<RB>> defined<<VBN>> healthy<<JJ>> tint<<NN>> body<<NN>>
It circled him with an even cincture about two inches wide.,circled<<VBD>> even<<RB>> cincture<<NN>> two<<CD>> inches<<NNS>> wide<<JJ>>
"""Burn it!""",Burn<<VB>>
"he said, and offered me his cigarette.",said<<VBD>> offered<<VBD>> cigarette<<NN>>
I drew back.,drew<<VBD>> back<<RB>>
He gestured--peremptorily.,gestured<<VBD>> peremptorily<<RB>>
I pressed the glowing end of the cigarette into the ribbon of white flesh.,pressed<<VBD>> glowing<<JJ>> end<<NN>> cigarette<<NN>> ribbon<<NN>> white<<JJ>> flesh<<NN>>
"He did not flinch nor was there odour of burning nor, as I drew the little cylinder away, any mark upon the whiteness.",did<<VBD>> not<<RB>> flinch<<JJ>> was<<VBD>> there<<RB>> odour<<CD>> burning<<VBG>> drew<<VBD>> little<<JJ>> cylinder<<NN>> away<<RB>> mark<<NN>> whiteness<<NN>>
"""Feel it!""",Feel<<VB>>
he commanded again.,commanded<<VBD>> again<<RB>>
I placed my fingers upon the band.,placed<<VBD>> fingers<<NNS>> band<<NN>>
It was cold--like frozen marble.,was<<VBD>> cold<<JJ>> frozen<<JJ>> marble<<NN>>
He drew his shirt around him.,drew<<VBD>> shirt<<NN>>
"""Two things you have seen,"" he said.",Two<<CD>> things<<NNS>> have<<VBP>> seen<<VBN>> said<<VBD>>
"""_It_--and its mark.",_It_<<NN>> mark<<NN>>
"Seeing, you must believe my story.",Seeing<<VBG>> must<<MD>> believe<<VB>> story<<NN>>
"Goodwin, I tell you again that my wife is dead--or worse--I do not know; the prey of--what you saw; so, too, is Stanton; so Thora.",Goodwin<<NNP>> tell<<VBP>> again<<RB>> wife<<NN>> is<<VBZ>> dead<<JJ>> worse<<JJR>> do<<VBP>> not<<RB>> know<<VB>> prey<<NN>> saw<<VBD>> so<<RB>> too<<RB>> is<<VBZ>> Stanton<<NNP>> so<<RB>> Thora<<NNP>>
"How--"" Tears rolled down the seared face.",How<<WRB>> Tears<<NNP>> rolled<<VBD>> seared<<JJ>> face<<NN>>
"""Why did God let it conquer us?",Why<<WRB>> did<<VBD>> God<<NNP>> let<<VB>> conquer<<VB>>
"Why did He let it take my Edith?""",Why<<WRB>> did<<VBD>> let<<VB>> take<<VB>> Edith<<NNP>>
he cried in utter bitterness.,cried<<VBD>> utter<<JJ>> bitterness<<NN>>
"""Are there things stronger than God, do you think, Walter?""",Are<<VBP>> there<<RB>> things<<NNS>> stronger<<JJR>> God<<NNP>> do<<VBP>> think<<VB>> Walter<<NNP>>
I hesitated.,hesitated<<VBD>>
"""Are there?",Are<<VBP>> there<<RB>>
"Are there?""",there<<RB>>
His wild eyes searched me.,wild<<JJ>> eyes<<NNS>> searched<<VBD>>
"""I do not know just how you define God,"" I managed at last through my astonishment to make answer.",do<<VBP>> not<<RB>> know<<VB>> just<<RB>> how<<WRB>> define<<VBP>> God<<NNP>> managed<<VBD>> last<<JJ>> astonishment<<NN>> make<<VB>> answer<<NN>>
"""If you mean the will to know, working through science--"" He waved me aside impatiently.",mean<<VBP>> will<<MD>> know<<VB>> working<<VBG>> science<<NN>> waved<<VBD>> impatiently<<RB>>
"""Science,"" he said.",Science<<NN>> said<<VBD>>
"""What is our science against--that?",is<<VBZ>> science<<NN>>
"Or against the science of whatever devils that made it--or made the way for it to enter this world of ours?""",science<<NN>> devils<<NNS>> made<<VBD>> made<<VBD>> way<<NN>> enter<<VB>> world<<NN>> ours<<NNS>>
With an effort he regained control.,effort<<NN>> regained<<VBD>> control<<NN>>
"""Goodwin,"" he said, ""do you know at all of the ruins on the Carolines; the cyclopean, megalithic cities and harbours of Ponape and Lele, of Kusaie, of Ruk and Hogolu, and a score of other islets there?",Goodwin<<NNP>> said<<VBD>> do<<VBP>> know<<VB>> ruins<<NNS>> Carolines<<NNPS>> cyclopean<<NN>> megalithic<<JJ>> cities<<NNS>> harbours<<NNS>> Ponape<<NNP>> Lele<<NNP>> Kusaie<<NNP>> Ruk<<NNP>> Hogolu<<NNP>> score<<NN>> other<<JJ>> islets<<NNS>> there<<RB>>
"Particularly, do you know of the Nan-Matal and the Metalanim?""",Particularly<<RB>> do<<VBP>> know<<VB>> Nan-Matal<<JJ>> Metalanim<<NNP>>
"""Of the Metalanim I have heard and seen photographs,"" I said.",Metalanim<<NNP>> have<<VBP>> heard<<VBN>> seen<<VBN>> photographs<<NN>> said<<VBD>>
"""They call it, don't they, the Lost Venice of the Pacific?""",call<<VBP>> do<<VBP>> n't<<RB>> Lost<<NNP>> Venice<<NNP>> Pacific<<NNP>>
"""Look at this map,"" said Throckmartin.",Look<<VB>> map<<NN>> said<<VBD>> Throckmartin<<NNP>>
"""That,"" he went on, ""is Christian's chart of Metalanim harbour and the Nan-Matal.",went<<VBD>> is<<VBZ>> Christian<<NNP>> 's<<POS>> chart<<NN>> Metalanim<<NNP>> harbour<<NN>> Nan-Matal<<NNP>>
"Do you see the rectangles marked Nan-Tauach?""",Do<<VB>> see<<VB>> rectangles<<NNS>> marked<<VBD>> Nan-Tauach<<NNP>>
"""Yes,"" I said.",said<<VBD>>
"""There,"" he said, ""under those walls is the Moon Pool and the seven gleaming lights that raise the Dweller in the Pool, and the altar and shrine of the Dweller.",said<<VBD>> walls<<NNS>> is<<VBZ>> Moon<<NNP>> Pool<<NNP>> seven<<CD>> gleaming<<VBG>> lights<<NNS>> raise<<VBP>> Dweller<<NNP>> Pool<<NNP>> altar<<NN>> shrine<<NN>> Dweller<<NNP>>
"And there in the Moon Pool with it lie Edith and Stanton and Thora.""",Moon<<NNP>> Pool<<NNP>> lie<<VBZ>> Edith<<NNP>> Stanton<<NNP>> Thora<<NNP>>
"""The Dweller in the Moon Pool?""",Dweller<<NNP>> Moon<<NNP>> Pool<<NNP>>
I repeated half-incredulously.,repeated<<VBD>> half-incredulously<<RB>>
"""The Thing you saw,"" said Throckmartin solemnly.",Thing<<NNP>> saw<<VBD>> said<<VBD>> Throckmartin<<NNP>> solemnly<<RB>>
"A solid sheet of rain swept the ports, and the Southern Queen began to roll on the rising swells.",solid<<JJ>> sheet<<NN>> rain<<NN>> ports<<NNS>> Southern<<NNP>> Queen<<NNP>> began<<VBD>> roll<<VB>> rising<<VBG>> swells<<NNS>>
"Throckmartin drew another deep breath of relief, and drawing aside a curtain peered out into the night.",Throckmartin<<NNP>> drew<<VBD>> deep<<JJ>> breath<<NN>> relief<<NN>> drawing<<VBG>> curtain<<NN>> peered<<VBN>> night<<NN>>
Its blackness seemed to reassure him.,blackness<<NN>> seemed<<VBD>> reassure<<VB>>
"At any rate, when he sat again he was entirely calm.",rate<<NN>> when<<WRB>> sat<<VBD>> again<<RB>> was<<VBD>> entirely<<RB>> calm<<JJ>>
"""There are no more wonderful ruins in the world,"" he began almost casually.",are<<VBP>> more<<RBR>> wonderful<<JJ>> ruins<<NNS>> world<<NN>> began<<VBD>> almost<<RB>> casually<<RB>>
"""They take in some fifty islets and cover with their intersecting canals and lagoons about twelve square miles.",take<<VBP>> fifty<<JJ>> islets<<NNS>> cover<<NN>> intersecting<<NN>> canals<<NNS>> lagoons<<NNS>> twelve<<NN>> square<<NN>> miles<<NNS>>
